#CODE	ENGLISH	GALEGO
EVTOPTA303	He must still love me...	[From.GetTitledFirstName] has declared our baby trueborn!
#EVTDESC304	My wife has borne the child of another man! I cannot believe this betrayal!	He must still love me...
EVTOPTA304	Woe is me!	My wife has borne the child of another man! I cannot believe this betrayal!
EVTDESC305	[Root.Spouse.GetFirstName] has not only cheated on me, but has legitimized his accursed spawn!	Woe is me!
EVTOPTA305	This means war!	[Root.Spouse.GetFirstName] has not only cheated on me, but has legitimized his accursed spawn!
EVTDESC306	I am [From.GetTitledFirstName]!	This means war!
EVTDESC307	[From.GetTitledFirstName] has acknowledged our child.	I am [From.GetTitledFirstName]!
EVTOPTA307	How gracious	[From.GetTitledFirstName] has acknowledged our child.
EVTDESC308	My sweet [Root.Spouse.GetFirstName] has acknowledged the bastard child he had with some slut.	How gracious
EVTOPTA308	Well, it could be worse	My sweet [Root.Spouse.GetFirstName] has acknowledged the bastard child he had with some slut.
EVTDESC309	I remain [From.GetTitledFirstName]	Well, it could be worse
EVTTOOLTIP309	The child remains [This.GetDynName]	I remain [From.GetTitledFirstName]
EVTDESC310	[From.GetTitledFirstName] refuses to acknowledge our baby as his.	The child remains [This.GetDynName]
EVTTOOLTIP310	Lady [This.GetFirstName], the mother, is humiliated	[From.GetTitledFirstName] refuses to acknowledge our baby as his.
EVTOPTA310	He's the true bastard!	Lady [This.GetFirstName], the mother, is humiliated
EVTDESC311	The baby, [From.GetTitledFirstName], is surely my husband's bastard, though darling [Root.Spouse.GetFirstName] denies it.	He's the true bastard!
EVTOPTA311	He's but a man	The baby, [From.GetTitledFirstName], is surely my husband's bastard, though darling [Root.Spouse.GetFirstName] denies it.
EVTDESC400	I am surely with child... my husband will be pleased.	He's but a man
EVTDESC401	Unmarried and pregnant... The fates have cursed me!	I am surely with child... my husband will be pleased.
EVTDESC402	Oh dear, I must be with child. Will my husband believe it is his?	Unmarried and pregnant... The fates have cursed me!
EVTOPTA402	Good news darling!	Oh dear, I must be with child. Will my husband believe it is his?
EVTDESC403	Fate smiles upon me, my wife [From.GetFirstName] is pregnant!	Good news darling!
EVTTOOLTIP403	Tell [Root.FatherOfUnborn.GetFirstName] he will be a father	Fate smiles upon me, my wife [From.GetFirstName] is pregnant!
EVTDESC404	My [GetFromRelation] is pregnant, but I was away, wasn't I?	Tell [Root.FatherOfUnborn.GetFirstName] he will be a father
EVTTOOLTIP404	Tell a white lie to [Root.Spouse.GetFirstName]	My [GetFromRelation] is pregnant, but I was away, wasn't I?
EVTOPTA404	Doubt besets me!	Tell a white lie to [Root.Spouse.GetFirstName]
EVTDESC450	I've caught [Root.Liege.GetTitle] [Root.Liege.GetFirstName] eyeing me...	Doubt besets me!
#EVTOPTA450	Encourage him	I've caught [Root.Liege.GetTitle] [Root.Liege.GetFirstName] eyeing me...
EVTOPTB450	Avoid him	Encourage him
EVTTOOLTIP451	The [Root.Liege.GetTitle] responds to my advances	Avoid him
EVTDESC451	I am starting to think [From.GetTitledFirstName] might fancy me...	The [Root.Liege.GetTitle] responds to my advances
EVTOPTA451	Make a move.	I am starting to think [From.GetTitledFirstName] might fancy me...
EVTOPTB451	It's not appropriate!	Make a move.
EVTDESC452	I awaken to the sound of my door creaking open... It's [Root.Liege.GetTitle] [Root.Liege.GetFirstName]!	It's not appropriate!
EVTTOOLTIP452	I will go to [This.GetFirstName]'s chamber	I awaken to the sound of my door creaking open... It's [Root.Liege.GetTitle] [Root.Liege.GetFirstName]!
EVTOPTA452	What took [From.GetObjectPronoun] so long?	I will go to [This.GetFirstName]'s chamber
EVTOPTB452	Dissuade [From.GetObjectPronoun]	What took [From.GetObjectPronoun] so long?
EVTOPTC452	Scream for help!	Dissuade [From.GetObjectPronoun]
EVTOPTA453	It's good to be the [This.GetTitle]	Scream for help!
EVTTOOLTIP453	[This.GetTitledFirstName] becomes my lover	É bo ser  [This.GetTitle]
EVTDESC454	Lady [From.GetFirstName] has spurned my subtle advances.	[This.GetTitledFirstName] becomes my lover
EVTTOOLTIP454	[This.GetTitledFirstName] becomes disappointed	Lady [From.GetFirstName] has spurned my subtle advances.
#EVTOPTA454	I picked those flowers myself!	[This.GetTitledFirstName] becomes disappointed
EVTDESC455	Lady [From.GetFirstName] screamed and made a fuss in front of my own guards!	I picked those flowers myself!
EVTTOOLTIP455	[This.GetTitledFirstName] becomes embarrassed and resentful	Lady [From.GetFirstName] screamed and made a fuss in front of my own guards!
EVTOPTA455	Women!	[This.GetTitledFirstName] becomes embarrassed and resentful
EVTDESC2480	My liege has a child in need of a guardian and mentor...	Women!
EVTOPTA2480	Offer the [Root.Liege.GetTitle] my services	My liege has a child in need of a guardian and mentor...
EVTOPTB2480	Leave it to someone else	Offer the [Root.Liege.GetTitle] my services
EVTTOOLTIP2481	Send a letter to my liege	Leave it to someone else
EVTDESC2481	My liege, I hope fate finds you well! A child needs a proper guardian, and nothing would please me more than to offer my services as a mentor and tutor, if it pleases thee.\nYour humble vassal\n[From.GetTitledFirstName]	Send a letter to my liege
EVTOPTA2481	[From.GetTitledFirstName] would make a good guardian	My liege, I hope fate finds you well! A child needs a proper guardian, and nothing would please me more than to offer my services as a mentor and tutor, if it pleases thee.\nYour humble vassal\n[From.GetTitledFirstName]
EVTTOOLTIP2482	Send a letter to the vassal gracefully accepting the offer	[From.GetTitledFirstName] would make a good guardian
EVTOPTB2481	I can find someone better	Send a letter to the vassal gracefully accepting the offer
EVTTOOLTIP2483	Send a letter to the vassal gracefully declining the offer	I can find someone better
EVTDESC2482	My dear [This.GetTitle], your offer is most reasonable. We trust the child will be safe in your hands and will receive a proper upbringing. May our friendship last forever!\n[From.GetTitledFirstName]	Send a letter to the vassal gracefully declining the offer
EVTOPTA2482	Excellent	My dear [This.GetTitle], your offer is most reasonable. We trust the child will be safe in your hands and will receive a proper upbringing. May our friendship last forever!\n[From.GetTitledFirstName]
#EVTTOOLTIP2484	Become guardian for the child	Excellent
EVTDESC2483	My dear [This.GetTitle], your offer is deeply appreciated. However, we have someone else in mind as a guardian for our child. Peace be with you!\n[From.GetTitledFirstName]	Become guardian for the child
EVTOPTA2483	A slight to my honor!	My dear [This.GetTitle], your offer is deeply appreciated. However, we have someone else in mind as a guardian for our child. Peace be with you!\n[From.GetTitledFirstName]
EVTDESC2484	[From.GetTitledFirstName] becomes my Guardian.	A slight to my honor!
EVTOPTA2484	I don't like [From.GetHerHim]!	[From.GetTitledFirstName] becomes my Guardian.
EVTNAME152	Escape from Imprisonment	I don't like [From.GetHerHim]!
EVTDESC152	I managed to flee from imprisonment but my escape from 'justice' caused me to become exiled and I cannot return to the country ever again.	Escape from Imprisonment
EVTDESC30000	After months of fights, arguments and tears, my spouse suggested separate bedchambers.	I managed to flee from imprisonment but my escape from 'justice' caused me to become exiled and I cannot return to the country ever again.
EVTOPTA30000	Separate bedchambers? Sure!	After months of fights, arguments and tears, my spouse suggested separate bedchambers.
EVTOPTB30000	Let us rekindle our love!	Separate bedchambers? Sure!
EVTOPTC30000	Whatever you say, honey	Let us rekindle our love!
EVTDESC30001	My new wife disgusts me! I cannot stand it anymore, I should annul our marriage!	Whatever you say, honey
EVTOPTA30001	I don't ever want to see you again!	My new wife disgusts me! I cannot stand it anymore, I should annul our marriage!
EVTTOOLTIP30002	The spouse fights the annulment	I don't ever want to see you again!
EVTOPTB30001	No, wait! I changed my mind...	The spouse fights the annulment
EVTDESC30002	My spouse ended our marriage on grounds of non-consummation! I will not put up with this, I am [Root.GetTitledFirstName]!	No, wait! I changed my mind...
EVTOPTA30002	O holy father, help me!	My spouse ended our marriage on grounds of non-consummation! I will not put up with this, I am [Root.GetTitledFirstName]!
EVTTOOLTIP30003	My [Root.Religion.GetName] father hear my prayer!	O holy father, help me!
EVTDESC30003	I asked my [Root.Religion.GetName] father to annul my marriage but he had already been snared by the lies of my former wife! He told me to take her back or else he would place my lands under an interdict.	My [Root.Religion.GetName] father hear my prayer!
EVTOPTA30003	Fine!	I asked my [Root.Religion.GetName] father to annul my marriage but he had already been snared by the lies of my former wife! He told me to take her back or else he would place my lands under an interdict.
EVTOPTB30003	Never!	Fine!
EVTDESC30004	It irks me that my own son will not inherit the title! My husband's heir must be removed, but how?	Never!
EVTOPTA30004	By poison!	It irks me that my own son will not inherit the title! My husband's heir must be removed, but how?
EVTTOOLTIP30005	Your husband finds out about the poisoning	By poison!
EVTTOOLTIP30006	A courtier finds out about the poisoning	Your husband finds out about the poisoning
EVTTOOLTIP30007	Your husband accuses you of the death of his heir	A courtier finds out about the poisoning
EVTTOOLTIP30008	[This.GetTitledFirstName] accuses you of the death of heir's death	Your husband accuses you of the death of his heir
EVTOPTB30004	This is below me!	[This.GetTitledFirstName] accuses you of the death of heir's death
EVTDESC30005	My son and heir [Root.Heir.GetTitledFirstName]'s sudden illness could be the signs of poisoning! I know my wife [Root.Spouse.GetFirstName] well enough to suspect her, her ambition has always been that her son would inherit my title!	This is below me!
