#CODE	ENGLISH	GALEGO
e_germany	Germania	Germania
DARK_AGES_INFO	The Early Middle Ages started with the fall of the Western Roman Empire in the early 5th century. The earlier part of this era saw the great Germanic and Slavic migrations across Europe, with peoples such as the Goths and Lombards settling in Southern Europe, the Franks settling in Gaul and Saxons crossing the sea and settling in Britain. The Eastern Roman Empire was violently shaken by the pressure from the Goths and Avars, and fought bitterly with the ancient Persian enemy. The rise of Islam saw the Arabs conquering immense amounts of territory in the Middle East and North Africa, and in India several great dynasties vied for dominance, with the Rashtrakutas rising towards the end of the 8th century. In the steppes, the Khazars grew in power, and in Scandinavia things were about to change in a way that was to affect the entire continent...	The Early Middle Ages started with the fall of the Western Roman Empire in the early 5th century. The earlier part of this era saw the great Germanic and Slavic migrations across Europe, with peoples such as the Goths and Lombards settling in Southern Europe, the Franks settling in Gaul and Saxons crossing the sea and settling in Britain. The Eastern Roman Empire was violently shaken by the pressure from the Goths and Avars, and fought bitterly with the ancient Persian enemy. The rise of Islam saw the Arabs conquering immense amounts of territory in the Middle East and North Africa, and in India several great dynasties vied for dominance, with the Rahstrakutas rising towards the end of the 8th century. In the steppes, the Khazars grew in power, and in Scandinavia things were about to change in a way that was to affect the entire continent...
VIKING_ERA	Viking Age	Viking Age
VIKING_ERA_INFO	By the middle of the 9th century, the Norse raiders and adventurers known as the Vikings had already begun to set their indelible mark on the map of Europe, establishing realms in Russia and the British Isles and travelling and raiding as far as the Black Sea and the Mediterranean. The Karling rulers, descendants of Charlemagne, ruled mighty realms in France, Germany and Italy, while the Muslim religion was now firmly established in Spain under the Umayyads. The Byzantine emperor held on, though suffering under increasing pressure from the Caliphate and the Bulgarians. West of the fractured Steppes, The Magyars were poised to make their claim on the Carpathian basin. Islam was spreading rapidly in Persia under rulers such as the Saffarids, and had penetrated into the Indus valley. Further East, the Hindu Pratihara dynasty was expanding.	By the middle of the 9th century, the Norse raiders and adventurers known as the Vikings had already begun to set their indelible mark on the map of Europe, establishing realms in Russia and the British Isles and travelling and raiding as far as the Black Sea and the Mediterranean. The Karling rulers, descendants of Charlemagne, ruled mighty realms in France, Germany and Italy, while the Muslim religion was now firmly established in Spain under the Umayyads. The Byzantine emperor held on, though suffering under increasing pressure from the Caliphate and the Bulgarians. West of the fractured Steppes, The Magyars were poised to make their claim on the Carpathian basin. Islam was spreading rapidly in Persia under rulers such as the Saffarids, and had penetrated into the Indus valley. Further East, the Hindu Pratihara dynasty was expanding.
EARLY_MED	High Middle Ages	High Middle Ages
EARLY_MED_INFO	By the late 10th and early 11th centuries the Muslim world was changing, with Turkish dynasties such as the Seljuks and Ghaznavids now dominating Persia. The Byzantine Empire was still holding its own but was to see worse times coming. Central and Western continental Europe was split between France and a strong Holy Roman Empire, while Christian kings were advancing against a fractured and weakened Muslim Spain. Scandinavia was quickly converting to Christianity, and the Norse settlers in Russia and Britain had become assimilated with the local populations. Yet Viking descendants in Normandy and Italy were preparing new conquests, and the time of the First Crusade was approaching...	By the late 10th and early 11th centuries the Muslim world was changing, with Turkish dynasties such as the Seljuks and Ghaznavids now dominating Persia. The Byzantine Empire was still holding its own but was to see worse times coming. Central and Western continental Europe was split between France and a strong Holy Roman Empire, while Christian kings were advancing against a fractured and weakened Muslim Spain. Scandinavia was quickly converting to Christianity, and the Norse settlers in Russia and Britain had become assimilated with the local populations. Yet Viking descendants in Normandy and Italy were preparing new conquests, and the time of the First Crusade was approaching...
HIGH_MED	Age of the Mongols	Age of the Mongols
HIGH_MED_INFO	As Europe entered the 13th century, Constantinople had been weakened by the Turks and sacked by the Fourth Crusade, so the Byzantine Empire was very much weakened. The Turks still reigned in the Middle East and Persia, in India many new kingdoms vied for power after the fall of the old dynasties. The Norman conquest had brought new political and dynastic struggles to England and France, the Christian kingdoms in Spain were continually growing stronger, Scandinavia had left paganism behind and was becoming more centralized. In Russia several principalities struggled for power in the shadow of the Bolghars and Cumans to the east. In Germany and Italy, the Holy Roman Empire still stood firm, but beyond all this, to the east, a new power was to come into play. When the Mongols broke into Eastern Europe and Persia, it changed the balance of power in all of Western Eurasia...	As Europe entered the 13th century, Constantinople had been weakened by the Turks and sacked by the Fourth Crusade, so the Byzantine Empire was very much weakened. The Turks still reigned in the Middle East and Persia, in India many new kingdoms vied for power after the fall of the old dynasties. The Norman conquest had brought new political and dynastic struggles to England and France, the Christian kingdoms in Spain were continually growing stronger, Scandinavia had left paganism behind and was becoming more centralized. In Russia several principalities struggled for power in the shadow of the Bolghars and Cumans to the east. In Germany and Italy, the Holy Roman Empire still stood firm, but beyond all this, to the east, a new power was to come into play. When the Mongols broke into Eastern Europe and Persia, it changed the balance of power in all of Western Eurasia...
LATE_MED	Late Middle Ages	Late Middle Ages
LATE_MED_INFO	Europe in the Late Middle Ages was a very different place compared to a few hundred years earlier. Spain was dominated by the Christian kingdoms, the Muslim rulers only clinging on in the south. The Holy Roman Empire still dominated Central Europe next to a strong Hungary, while in France and England dynastic conflicts with roots in the Norman conquest were to lead to long and bloody wars. The Golden Horde and the Ilkhanate dominated the Steppes and Persia, forcing every ruler between Central Europe and India to take the Mongols into account. The Tughluq dynasty ruled an immense empire in India, while North Africa was divided between various Arab dynasties. Turkish domination in the Middle East seemed to have been ended by the Mongol conquests, but in Anatolia a dynasty known as the Ottomans was stirring...	Europe in the Late Middle Ages was a very different place compared to a few hundred years earlier. Spain was dominated by the Christian kingdoms, the Muslim rulers only clinging on in the south. The Holy Roman Empire still dominated Central Europe next to a strong Hungary, while in France and England dynastic conflicts with roots in the Norman conquest were to lead to long and bloody wars. The Golden Horde and the Ilkhanate dominated the Steppes and Persia, forcing every ruler between Central Europe and India to take the Mongols into account. The Tughluq dynasty ruled an immense empire in India, while North Africa was divided between various Arab dynasties. Turkish domination in the Middle East seemed to have been ended by the Mongol conquests, but in Anatolia a dynasty known as the Ottomans was stirring...
PICK_ERA_YEAR	$YEAR$ A.D.	$YEAR$ A.D.
ERA_CHAR_INFO_6392	Son of Pepin the Short and a descendant of Charles Martel, Charlemagne (or Karl, as his contemporaries called him) became joint king of the Franks with his brother Karloman in 769. After a two-year power struggle, Karloman suddenly and conveniently fell ill and died, leaving Karl as sole ruler of the Franks.  He then proceeded to make the kingdom greater than ever before, conquering Saxony, Lombardy and other lands with equal measures of good strategic planning and ruthlessness. He was eventually crowned Holy Roman Emperor by pope Leo III, and his descendants were to rule large parts of Europe for a long time to come.	Son of Pepin the Short and a descendant of Charles Martel, Charlemagne (or Karl, as his contemporaries called him) became joint king of the Franks with his brother Karloman in 769. After a two-year power struggle, Karloman suddenly and conveniently fell ill and died, leaving Karl as sole ruler of the Franks.  He then proceeded to make the kingdom greater than ever before, conquering Saxony, Lombardy and other lands with equal measures of good strategic planning and ruthlessness. He was eventually crowned Holy Roman Emperor by pope Leo III, and his descendants were to rule large parts of Europe for a long time to come.
ERA_CHAR_INFO_144999	Karloman became joint king of the Franks together with his brother Karl in 768. The two brothers were not friends, rather a rivalry ensued. Karloman was outmaneuvered by his brother's alliance with the Lombards, and sought the support of the Pope in order to counter this, but did ultimately not succeed. He died unexpectedly in 771, just as war for the Frankish crown seemed inevitable. It has been claimed that he was poisoned, but this was never proven...	Karloman became joint king of the Franks together with his brother Karl in 768. The two brothers were not friends, rather a rivalry ensued. Karloman was outmaneuvered by his brother's alliance with the Lombards, and sought the support of the Pope in order to counter this, but did ultimately not succeed. He died unexpectedly in 771, just as war for the Frankish crown seemed inevitable. It has been claimed that he was poisoned, but this was never proven...
