#CODE	ENGLISH	ENGLISH
AIREASON_CAN_PAY_OWN_RANSOM	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom
EVTDESC_SOA_2541	Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation shall aid us greatly in organizing the sacrifice rituals that Huitzilopochtli demand! You have my friendship, as well as that of the priesthood.\n\nHuitzilopochtli's faithful servant,\nHigh Priest [From.GetFirstName]	Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation shall aid us greatly in organizing the sacrifice rituals that Huitzilopochtli demand! You have my friendship, as well as that of the priesthood.\n\nHuitzilopochtli's faithful servant,\nHigh Priest [From.GetFirstName]
EVTTOOLTIP_SOA_2532	[This.GetTitledFirstName] becomes a member of the Cult of Huitzilopochtli.	[This.GetTitledFirstName] becomes a member of the Cult of Huitzilopochtli.
EVTDESC_SOA_2553	Most righteous [Root.GetTitledFirstName], the Cult of Huitzilopochtli are in need of more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nHuitzilopochtli's faithful servant,\nHigh Priest [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], the Cult of Huitzilopochtli are in need of more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nHuitzilopochtli's faithful servant,\nHigh Priest [From.GetFirstName]
EVTDESC_SOA_2554	The Cult of Huitzilopochtli has constructed a castle in [Root.GetName]!	The Cult of Huitzilopochtli has constructed a castle in [Root.GetName]!
EVTDESC_SOA_2561	Your majesty, this antagonism is completely unwarranted! The Cult of Huitzilopochtli serve the will of Huitzilopochtli, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nHigh Priest [From.GetFirstName]	Your majesty, this antagonism is completely unwarranted! The Cult of Huitzilopochtli serve the will of Huitzilopochtli, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nHigh Priest [From.GetFirstName]
expel_huitzilopochtli	Expel the Cult of Huitzilopochtli	Expel the Cult of Huitzilopochtli
expel_huitzilopochtli_desc	I can drive the Cult of Huitzilopochtli from my realm and seize their castles. However, it is a very impious thing to do...	I can drive the Cult of Huitzilopochtli from my realm and seize their castles. However, it is a very impious thing to do...
donate_money_to_huitzilopochtli	Donate 300¤ to the Cult of Huitzilopochtli	Donate 300¤ to the Cult of Huitzilopochtli
donate_money_to_huitzilopochtli_desc	I can donate money to the Cult of Huitzilopochtli in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.	I can donate money to the Cult of Huitzilopochtli in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.
expelled_d_huitzilopochtli	Expelled the Cult of Huitzilopochtli	Expelled the Cult of Huitzilopochtli
EVTTITLE_SOA_2609	The Knights of Santiago	The Knights of Santiago
EVTOPTA_SOA_2609	Brave warriors of Christ!	Brave warriors of Christ!
EVTOPTB_SOA_2609	Worrying...	Worrying...
EVTDESC_SOA_2631	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of Santiago in their struggle against the infidel, even though this will forever disinherit him.	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of Santiago in their struggle against the infidel, even though this will forever disinherit him.
EVTTOOLTIP_SOA_2632	[This.GetTitledFirstName] becomes a Knight of Santiago.	[This.GetTitledFirstName] becomes a Knight of Santiago.
EVTDESC_SOA_2653	Most righteous [Root.GetTitledFirstName], the Knights of Santiago need more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nPax Christi,\nGrand Master [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], the Knights of Santiago need more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nPax Christi,\nGrand Master [From.GetFirstName]
EVTDESC_SOA_2654	The Knights of Santiago have constructed a castle in [Root.GetName]!	The Knights of Santiago have constructed a castle in [Root.GetName]!
EVTDESC_SOA_2661	Your majesty, this antagonism is completely unwarranted! The Knights of Santiago serve Christ, but, one has to wonder, do you?\nWith anger and sadness,\n\nGrand Master [From.GetFirstName]	Your majesty, this antagonism is completely unwarranted! The Knights of Santiago serve Christ, but, one has to wonder, do you?\nWith anger and sadness,\n\nGrand Master [From.GetFirstName]
expel_knights_santiago	Expel the Knights of Santiago	Expel the Knights of Santiago
expel_knights_santiago_desc	I can drive the Knights of Santiago from my realm and seize their castles. However, it is a very impious thing to do...	I can drive the Knights of Santiago from my realm and seize their castles. However, it is a very impious thing to do...
donate_money_to_knights_santiago	Donate 300¤ to the Santiago Knights	Donate 300¤ to the Santiago Knights
expelled_d_knights_santiago	Expelled the Knights of Santiago	Expelled the Knights of Santiago
EVTTITLE_SOA_2709	The Knights of Calatrava	The Knights of Calatrava
EVTOPTA_SOA_2709	May their battles end in victory!	May their battles end in victory!
EVTOPTB_SOA_2709	More sheep to the slaughter!	More sheep to the slaughter!
EVTDESC_SOA_2731	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of Calatrava in their struggle against the infidel, even though this will forever disinherit him.	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of Calatrava in their struggle against the infidel, even though this will forever disinherit him.
EVTTOOLTIP_SOA_2732	[This.GetTitledFirstName] becomes a Knight of Calatrava.	[This.GetTitledFirstName] becomes a Knight of Calatrava.
EVTDESC_SOA_2753	Most righteous [Root.GetTitledFirstName], the Knights of Calatrava need more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nPax Christi,\nGrand Master [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], the Knights of Calatrava need more castles in order to train troops and generate a supporting income. There is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nPax Christi,\nGrand Master [From.GetFirstName]
EVTDESC_SOA_2754	The Knights of Calatrava have constructed a castle in [Root.GetName]!	The Knights of Calatrava have constructed a castle in [Root.GetName]!
EVTDESC_SOA_2761	Your majesty, this antagonism is completely unwarranted! The Knights of Calatrava serve Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\nGrand Master [From.GetFirstName]	Your majesty, this antagonism is completely unwarranted! The Knights of Calatrava serve Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\nGrand Master [From.GetFirstName]
expel_knights_calatrava	Expel the Knights of Calatrava	Expel the Knights of Calatrava
expel_knights_calatrava_desc	I can drive the Knights of Calatrava from my realm and seize their castles. However, it is a very impious thing to do...	I can drive the Knights of Calatrava from my realm and seize their castles. However, it is a very impious thing to do...
donate_money_to_knights_calatrava	Donate 300¤ to the Calatrava Knights	Donate 300¤ to the Calatrava Knights
expelled_d_knights_calatrava	Expelled the Knights of Calatrava	Expelled the Knights of Calatrava
catholic_pilgrimage	Go on a Pilgrimage	Go on a Pilgrimage
catholic_pilgrimage_desc	Some faithful Christians choose to make a great pilgrimage at some point in their lives. The devout pilgrim is prepared to travel long distances in order to visit the holiest places of the faith.	Some faithful Christians choose to make a great pilgrimage at some point in their lives. The devout pilgrim is prepared to travel long distances in order to visit the holiest places of the faith.
on_pilgrimage	On pilgrimage	On pilgrimage
on_pilgrimage_desc	The character is currently away on a great pilgrimage.	The character is currently away on a great pilgrimage.
appeased_religious_desc	The people living in this county feel that they and their ruler are blessed by God. They are therefore less likely to revolt.	The people living in this province feel that they and their ruler are blessed by God. They are therefore less likely to revolt.
defied_church	You have defied the will of the holy church. They are not pleased.	You have defied the will of the holy church. They are not pleased.
sympathy_islam	Sympathy for Islam	Sympathy for Islam
sympathy_islam_desc	This character, though not a Muslim, has a special sympathy and understanding for the Muslim faith and its practitioners.	This character, though not a Muslim, has a special sympathy and understanding for the Muslim faith and its practitioners.
sympathy_judaism	Sympathy for Judaism	Sympathy for Judaism
sympathy_judaism_desc	This character, though not a Jew, has a special sympathy and understanding for the Jewish faith and its practitioners.	This character, though not a Jew, has a special sympathy and understanding for the Jewish faith and its practitioners.
sympathy_christendom	Sympathy for Christendom	Sympathy for Christendom
sympathy_christendom_desc	This character, though not a Christian, has a special sympathy and understanding for the Christian faith and its practitioners.	This character, though not a Christian, has a special sympathy and understanding for the Christian faith and its practitioners.
