#CODE	ENGLISH	ENGLISH
EVTDESC_TOG_017	The decadent city of Baghdad, supposedly one of the world's foremost centers of learning, has succumbed to the unstoppable Mongol armies after a siege. Now the Tigris river runs not only red with blood, but black with the ink of priceless and irreplaceable tomes from the House of Wisdom and the city's other great libraries.	Mongol armies continue to push beyond the Vistula and into Poland. Krakow has now fallen to the skilled warriors, and it is said that at night the flames from the burning city can be seen from untold leagues away.
EVTNAME_TOG_018	The Fall of Damascus	The Fall of Aachen
EVTDESC_TOG_018	Damascus, the ancient City of Jasmine, has been sacked by the advancing Mongols. Our warriors have gathered a colossal pile of severed heads on a field just outside the city walls, now renamed burj al-ru'us by the massacre's few survivors - the Tower of Heads.	Even Aachen, the former seat of Charlemagne's Carolingian empire, has fallen under the shadow of the great Mongol nation. His spirit must surely be weeping at the harsh punishment now being brought down on the decadent peasants within the city's walls.
EVTNAME_TOG_019	The Fall of Jerusalem	The Fall of Paris
EVTDESC_TOG_019	The great Mongol host has sacked Jerusalem, spurring a moment of rare solidarity between members of all the city's different religions as they suffer equal horrors under the righteous wrath of our warriors.	Like a swarm of locusts, the unstoppable Mongols have descended upon Paris and sacked the city. The still unfinished Notre Dame Cathedral is quickly set on fire and with the light provided by the rest of the burning city, the Mongol warriors can continue looting and murdering well into the night.
EVTNAME_TOG_020	The Fall of Alexandria	The Fall of London
EVTDESC_TOG_020	Not content with our vast empire surpassing Alexander the Great's in sheer size, Mongol armies are now laying waste to the city that is his namesake as well. Pompey's Pillar has been toppled, but sadly the Pharos Lighthouse is spared when the our warriors deem it not worth the great effort it would require to raze it to the ground.	Not even the sea has proved a formidable enough barrier to halt the Mongol advance. London has fallen to the Mongol vanguard and the city is now the scene of a slaughter on a scale unrivaled since the days of Queen Boudica and her rebellion.
EVTNAME_TOG_021	The Fall of Cairo	The Fall of Rome
EVTDESC_TOG_021	Riding through the fertile Nile Delta, a Mongol army has arrived at the Great Pyramids of Giza and breached the gates of Cairo. Surely even the cruelest Pharaoh would be given pause by the pain and misery now inflicted on the city's decadent and foolish population.	As is proper, Rome once more suffers at the just hands of warriors from the east. A Mongol army has breached the Aurelian Walls, and its horses are now grazing on the field of the Circus Maximus while the ranking officers raise their yurts on the Palatine Hill. As expected, no mercy is shown to those foolish Romans who have not yet fled the city.
EVTNAME_TOG_022	The Fall of Mecca	The Fall of Venice
EVTDESC_TOG_022	The Muslim Holy City of Mecca now burns at the hands of Mongol warriors. Pilgrims journeying from distant lands to show their submission to Allah are met only with death when approaching the city gates. This desecration will be remembered for ages to come, hopefully as an important lesson on the price of defying the powerful Mongol nation.	The canals of Venice have been blocked by the bloated corpses of the dead as the city is sacked by frenzied Mongol warriors. Those few fortunate enough to have escaped the slaughter claim the bodies are packed tightly enough in the Venetian Lagoon for the Mongols to ride to and from the mainland as they please.
d_slesvig_adj_german	Slesvigian	The Fall of Constantinople
d_meath_adj_north_germanic	Dubliner	The Theodosian Walls have not been enough to spare Constantinople from the deadly touch of the Mongol nation. The great imperial capital has been sacked, its citizens butchered or enslaved, the Hagia Sophia defiled and the Great Palace of the emperors put to the torch.
k_moravia	Great Moravia	The Fall of Lisbon
k_moravia_adj	Moravian	Our armies have now reached as far west as Lisbon in the quest to conquer the world for the great Mongol nation. While the city burns at the touch of our warriors, they look out over the great blue expanse of the Atlantic. Who can tell what lies beyond?
#k_seljuk_turks	Seljuk Turks	The Fall of Smolensk
PROV622	Turkestan	Smolensk has been swallowed up by the Mongol horde as it continues its relentless advance to the west. When the great host finally moves on, little remains of the city but ashes and charred rubble, and those lucky few inhabitants who somehow escaped the notice of the rampaging horsemen.
PROV629	Konjikala	The Fall of Prague
d_turkestan	Turkestan	The city of Prague has indeed become a beacon of light in an otherwise dark world, as Mongol warriors move from house to house and set fire to everything not yet looted. A flood of refugees spread horrific tales about the cruelty and skill of the bloodthirsty Tartar horsemen to every corner of Europe.
d_turkestan_adj	Turkestani	The Fall of Vienna
k_turkestan	Turkestan	Vienna, a city previously of growing importance on the Danube river, has become the latest target of the great Mongol armies as they continue to pillage and burn their way across Europe. The smoking ruins and arrow-riddled corpses they leave behind when they move on do not lend much faith in the city's future prospects.
k_turkestan_adj	Turkestani	The Fall of Esztergom
c_turkestan_adj	Turkestani	The great Mongol horde has reached beyond the Carpathians and fanned out across the Great Hungarian Plain. Now the city of Esztergom has fallen to the murderous host and is the scene of indiscriminate slaughter. Those that attempt to flee on foot are cut down without mercy by the fast horsemen as dark, billowing smoke rises towards the sky above the city.
commission_runestone	Commission a Runestone	The Fall of Athens
commission_runestone_desc	Commission a runestone to chronicle your exploits or the memory of a dead parent. This can be done only once in a lifetime, but others will look more favorably on you for a time.	The ancient city of Athens has fallen to the Mongols, and they now rampage unchecked behind its walls. Great monuments and artifacts dating back to the dawn of Western Civilisation are lost forever in a cultural desecration that will surely be felt by future generations thousands of years from now.
runestone_carved	The craftsmen start the process of carving and painting the runestone.	The Fall of Belgrade
runestone_traits	You will raise a runestone in honor of your own person.	The White City has turned red as the Mongol armies seize Belgrade and massacre the inhabitants without exception. After several days of slaughter and looting, the smell of death and rotting flesh proves too much even for our warriors to bear and they move their camp upwind from the scorched ruins of the city.
EVTDESC_TOG_500	You have decided to commission and raise a grand runestone for future generations to gaze upon. What should be carved into it?	The Fall of Baghdad
EVTOPTA_TOG_500	Let it speak of me.	The decadent city of Baghdad, supposedly one of the world's foremost centers of learning, has succumbed to the unstoppable Mongol armies after a siege. Now the Tigris river runs not only red with blood, but black with the ink of priceless and irreplaceable tomes from the House of Wisdom and the city's other great libraries.
EVTOPTB_TOG_500	It shall stand in memory of [Root.Father.GetTitledFirstName], my departed father.	The Fall of Damascus
EVTOPTC_TOG_500	It shall stand in memory of [Root.Mother.GetTitledFirstName], my beloved mother.	Damascus, the ancient City of Jasmine, has been sacked by the advancing Mongols. Our warriors have gathered a colossal pile of severed heads on a field just outside the city walls, now renamed burj al-ru'us by the massacre's few survivors - the Tower of Heads.
EVTDESC_TOG_501	The artisans who will carve and paint the runestone are asking for instructions. Which of your qualities should it speak of?	The Fall of Jerusalem
EVTOPTA_TOG_501	Oh, I don't know. Make something up.	The great Mongol host has sacked Jerusalem, spurring a moment of rare solidarity between members of all the city's different religions as they suffer equal horrors under the righteous wrath of our warriors.
EVTOPTB_TOG_501	I know exactly what the stone should say...	The Fall of Alexandria
EVTOPTC_TOG_501	It schall shpeak of mead, schpirits, *hic* and other ssusch wondersch.	Not content with our vast empire surpassing Alexander the Great's in sheer size, Mongol armies are now laying waste to the city that is his namesake as well. Pompey's Pillar has been toppled, but sadly the Pharos Lighthouse is spared when the our warriors deem it not worth the great effort it would require to raze it to the ground.
EVTOPTD_TOG_501	It must share my beauty with the world.	The Fall of Cairo
EVTOPTE_TOG_501	Let it show what a giant I was despite my stature.	Riding through the fertile Nile Delta, a Mongol army has arrived at the Great Pyramids of Giza and breached the gates of Cairo. Surely even the cruelest Pharaoh would be given pause by the pain and misery now inflicted on the city's decadent and foolish population.
EVTOPTF_TOG_501	My wisdom must be preserved.	The Fall of Mecca
EVTOPTI_TOG_501	Uhm... you decide...	The Muslim Holy City of Mecca now burns at the hands of Mongol warriors. Pilgrims journeying from distant lands to show their submission to Allah are met only with death when approaching the city gates. This desecration will be remembered for ages to come, hopefully as an important lesson on the price of defying the powerful Mongol nation.
EVTOPTJ_TOG_501	The runes must say that I had the strength of ten men!	Slesvigian
EVTOPTK_TOG_501	My great knowledge of the world.	Dubliner
EVTOPTL_TOG_501	I care not what you write, but it must show my impaled enemies!	Great Moravia
EVTOPTM_TOG_501	It should speak of summer fields, moonlit nights and...	Moravian
EVTOPTN_TOG_501	Just carve in my image and make sure it is well-endowed.	Seljuk Turks
EVTOPTO_TOG_501	Carve in all of my favorite recipes.	Turkestan
EVTOPTP_TOG_501	Let it speak of sharing.	Konjikala
EVTOPTQ_TOG_501	It should mention the importance of being kind to others.	Turkestan
EVTOPTR_TOG_501	You will mention my greatness and the epic deeds I have performed.	Turkestani
EVTOPTS_TOG_501	Oh, there is not much to say...	Turkestan
EVTOPTT_TOG_501	It will say that I feared nothing.	Turkestani
EVTOPTU_TOG_501	I wish to be known for my fairness in all things.	Turkestani
EVTOPTV_TOG_501	My strong bonds to Odin.	Commission a Runestone
EVTOPTX_TOG_501	My harsh but necessary actions.	Commission a runestone to chronicle your exploits or the memory of a dead parent. This can be done only once in a lifetime, but others will look more favorably on you for a time.
EVTOPTY_TOG_501	The demon within me must be heard.	The craftsmen start the process of carving and painting the runestone.
EVTOPTZ_TOG_501	My Christian faith.	You will raise a runestone in honor of your own person.
EVTNAME_TOG_510	In Memory of [Root.Father.GetFirstName]	You have decided to commission and raise a grand runestone for future generations to gaze upon. What should be carved into it?
EVTDESC_TOG_510	The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He lived a good life and died peacefully in bed. Ever will stand this memorial.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.	Let it speak of me.
EVTDESC_TOG_511	The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He died bravely in battle against his foes, axe firmly in hand. Ever will stand this memorial.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.	It shall stand in memory of [Root.Father.GetTitledFirstName], my departed father.
EVTDESC_TOG_512	The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He was unjustly denied a death in battle, and his life was instead taken by the cowardly hangman. Ever will stand this memorial.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.	It shall stand in memory of [Root.Mother.GetTitledFirstName], my beloved mother.
EVTDESC_TOG_513	The runestone you commissioned has been finished and raised on the spot you chose for it. You examine the runes:\n\nThis stone was raised by [Root.GetFirstName] in memory of [Root.Father.GetFirstName], [Root.GetHerHis] father and [Root.Father.Father.GetFirstName]'s son. He was murdered in cold-blood by his jealous enemies. May his killer one day know justice. Ever will stand this memorial.\n\nYou leave the stone, content in the knowledge that many centuries from now, when its paint has long since faded, scholars will be studying these rune carvings in an effort to glean the wisdom of their words.	The artisans who will carve and paint the runestone are asking for instructions. Which of your qualities should it speak of?
