#CODE	ENGLISH	ENGLISH
EVTDESC76026	The embarrassment and black stain on our dynasty that is my daughter [From.GetTitledFirstName] and her bastard child asked me today to help her. I refuse to do this, blaming  the embarrassment that has been brought upon the family on...	I waited silently and patiently for my father [From.GetTitledFirstName] to answer my request to acknowledge me and include me in the succession. Finally, [From.GetTitledFirstName] answered...
EVTOPTA76026	...my daughter [From.GetTitledFirstName]	...that it was unthinkable!
EVTOPTB76026	...my daughter's bastard child	...that [From.GetSheHe] agreed and would legitimise me as [From.GetHerHis] child
EVTOPTC76026	...the father of my daughter's bastard child	Crestfallen
EVTTOOLTIP76027	The father, [This.GetTitledFirstName], is blamed	We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slew one great boar before he killed my horse and myself.
EVTTOOLTIP76028	The Grandfather, [This.GetTitledFirstName], is blamed for not raising his son properly	[This.GetTitledFirstName] wants [This.GetHerHis] name to live forever in the annals of history.
EVTDESC76027	[From.GetTitledFirstName] blames me for the difficult situation [From.GetHerHis] daughter is in, what with me being the father of her bastard child...	Raising a child on your own is hard, but raising a bastard child is even harder. We are an embarrassment to our family and very few of them are willing to help us.
EVTOPTA76027	I am guilty	My father might be able to help us
EVTOPTB76027	That has nothing to do with me!	[Root.GetTitledFirstName]'s asks her father [This.GetTitledFirstName] to help her
EVTDESC76028	[From.GetTitledFirstName] blames me for the hopeless situation [From.GetHerHis] daughter is in, what with my son being the father of her bastard child...	I keep quiet and toil hard
EVTOPTA76028	I will take care of it	The embarrassment and black stain on our dynasty that is my daughter [From.GetTitledFirstName] and her bastard child asked me today to help her. I refuse to do this, blaming  the embarrassment that has been brought upon the family on...
EVTOPTB76028	That has nothing to do with me, or my son!	...my daughter [From.GetTitledFirstName]
EVTDESC76030	A dream is born and a sword sharpened...	...my daughter's bastard child
EVTOPTA76030	The seed is planted	...the father of my daughter's bastard child
EVTDESC76035	The other children at court tease me relentlessly because I don't have a real father. I'm a bastard and they know it!	The father, [This.GetTitledFirstName], is blamed
EVTOPTA76035	Fight them back!	The Grandfather, [This.GetTitledFirstName], is blamed for not raising his son properly
EVTOPTB76035	Hide from them	[From.GetTitledFirstName] blames me for the difficult situation [From.GetHerHis] daughter is in, what with me being the father of her bastard child...
EVTOPTC76035	Try to become friendly with them	I am guilty
EVTOPTD76035	Try to do bad things to them when they can't notice it's you	That has nothing to do with me!
opinion_despised_fighting_bastard	Despised fighting bastard	[From.GetTitledFirstName] blames me for the hopeless situation [From.GetHerHis] daughter is in, what with my son being the father of her bastard child...
opinion_despised_hiding_bastard	Despised hiding bastard	I will take care of it
despised_bastard	Despised bastard	That has nothing to do with me, or my son!
EVTDESC76040	People keep telling me I am a bastard but no one explains what it is! Maybe [Root.Guardian.GetTitledFirstName] knows?	A dream is born and a sword sharpened...
EVTOPTA76040	What does 'bastard' means?	The seed is planted
EVTTOOLTIP76041	[Root.GetTitledFirstName] asks [Root.GetHerHis] guardian [This.GetTitledFirstName] what being a bastard means	The other children at court tease me relentlessly because I don't have a real father. I'm a bastard and they know it!
EVTDESC76041	[From.GetTitledFirstName] asked me while looking seriously at me with [From.GetHerHis] big, innocent eyes what being a 'bastard' actually means.	Fight them back!
EVTOPTA76041	You are an abomination in the eyes of God	Hide from them
EVTOPTB76041	You will not inherit anything	Try to become friendly with them
EVTOPTC76041	You will make your own way in the world!	Try to do bad things to them when they can't notice it's you
EVTDESC39000	The [Root.Religion.GetName] heresy has reared its ugly head in the county of [Root.GetName]!	Despised fighting bastard
EVTDESC39400	The [From.Religion.GetName] heresy has appeared in the county of [From.GetName]!	Despised hiding bastard
EVTOPTA39400	Horrible!	Despised bastard
EVTDESC39401	Disturbing news! Heresy apparently appeared in a Catholic county over two years ago and the ruler has done nothing!	People keep telling me I am a bastard but no one explains what it is! Maybe [Root.Guardian.GetTitledFirstName] knows?
EVTOPTA39401	Horrible! I will write to him.	What does 'bastard' means?
#EVTDESC20001	My [Root.GetTitle], I am pleased to report that the majority of the population in [From.Location.GetName] has been converted to the [From.Religion.GetName] faith!\nYour humble vassal\n[From.GetTitledName]	[Root.GetTitledFirstName] asks [Root.GetHerHis] guardian [This.GetTitledFirstName] what being a bastard means
EVTDESC39402	To find that you have a county in your demesne that has turned heretic is bad enough. But I am shocked to learn that you have let this situation be for over two years! This heresy must be rooted out.	[From.GetTitledFirstName] asked me while looking seriously at me with [From.GetHerHis] big, innocent eyes what being a 'bastard' actually means.
EVTOPTA39402	I shall redouble my efforts	You are an abomination in the eyes of God
pope_disappointed_over_heretic_province	Allowing Heretic Province	You will not inherit anything
#demand_liege_title	Demand Duchy from Liege	You will make your own way in the world!
#demand_liege_title_desc	My liege holds a duchy that should rightfully be mine. I can present my demand, though it could be risky...	The [Root.Religion.GetName] heresy has reared its ugly head in the province of [Root.GetName]!
AIREASON_GOT_NO_REASON_TO_MOVE	No reason to move	The [From.Religion.GetName] heresy has appeared in the province of [From.GetName]!
NOT_PLAYER_HEIR_DESC	§Y$HEIR$§! is not §Y$RULER$'s§! Dynastic Heir. For players, this means Game Over.	Horrible!
DYNASTIC_HEIR	§YDynastic Heir§!	Disturbing news! Heresy apparently appeared in a catholic province over two years ago and the ruler has done nothing!
NOT_DYNASTIC_HEIR	§RNot Dynastic Heir!§!	Horrible! I will write to him.
PLAYER_HEIR_DESC	The Dynastic Heir is the legal successor to a character. If a player has no Dynastic Heir, the game will end. On succession, the Prestige and [Player.Religion.GetPietyName] of a character is carried over to the Heir in the form of Score.	My [Root.GetTitle], I am pleased to report that the majority of the population in [From.Location.GetName] has been converted to the [From.Religion.GetName] faith!\nYour humble vassal\n[From.GetTitledName]
BECOMES_EXCOMMUNICATED_EFFECT	Becomes Excommunicated\n	To find that you have a province in your demesne that has turned heretic is bad enough. But I am shocked to learn that you have let this situation be for over two years! This heresy must be rooted out.
EXCOMMUNICATION_LIFTED_EFFECT	Excommunication Lifted\n	I shall redouble my efforts
SUPPLY_TOTAL_MODIFIED	Final supply(rounded down): §Y$VALUE$§!	Allowing Heretic Province
GAIN_ALL_OCCUPIED_TITLES_EFFECT	Takes occupied titles from $HOLDER$	Demand Duchy from Liege
TITLE_CREATION_WITH_PIETY_DESC	You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.	My liege holds a duchy that should rightfully be mine. I can present my demand, though it could be risky...
TITLE_CREATION_COST_WITH_PIETY_DESC	Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.	No reason to move
AMBITION_OPINION	Ambitious: $VALUE$	§Y$HEIR$§! is not §Y$RULER$'s§! Dynastic Heir. For players, this means Game Over.
EVTDESC39403	Heresy has appeared in a Catholic county. I will encourage the local ruler to swiftly deal with it.	§YDynastic Heir§!
EVTOPTA39403	I will write to him immediately.	§RNot Dynastic Heir!§!
EVTDESC39404	Troubling news has reached me about a heretic county in your demesne. I urge you to swiftly deal with this problem as this heresy must be rooted out!	The Dynastic Heir is the legal successor to a character. If a player has no Dynastic Heir, the game will end. On succession, the Prestige and [Player.Religion.GetPietyName] of a character is carried over to the Heir in the form of Score.
EVTOPTA39404	I will strike at these heretics!	Becomes Excommunicated\n
EVTOPTB39404	Peaceful conversion is a better way	Excommunication Lifted\n
#force_converting	Force Converting	Final supply(rounded down): §Y$VALUE$§!
heretic_stronghold	Heretic Stronghold	Takes occupied titles from $HOLDER$
pope_heretic_removal_approve	Removed Heretic Advisor	You need to control §Y$REQ_PERC$%§! of its de jure Counties to create this title. Currently, you control $PERC$ ($HELD$/§Y$ALL$§!). Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.
pope_heretic_removal_disapprove	Refused to Remove Heretic Advisor	Creating this title would give you §G$PRESTIGE$§! Prestige and cost you §R$GOLD$§! Gold and §R$PIETY$§! $PIETYNAME$.
EVTDESC39410	There are rumors that one of the rulers of Christendom is employing a heretic in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.	Ambitious: $VALUE$
EVTOPTA39410	Demand that this advisor be imprisoned!	Heresy has appeared in a catholic province. I will encourage the local ruler to swiftly deal with it.
EVTDESC39441	I am most concerned that you allow heretics as your advisors. They should immediately be removed from position their position.	I will write to him immediately.
EVTOPTA39441	Imprison the heretic	Troubling news have reached me about a heretic province in your demesne. I urge you to swiftly deal with this problem as this heresy must be rooted out!
EVTOPTB39441	I rule in my realm!	I will strike at these heretics!
opinion_liege_has_heretic_advisor	Liege has Heretic Advisor	Peaceful conversion is a better way
EVTDESC39445	My liege has a heretic as one of [Root.Liege.GetHerHis] advisors!	Force Converting
EVTOPTA39445	Shocking! I must send a complaint!	Heretic Stronghold
EVTOPTB39445	It is not of my concern	Removed Heretic Advisor
EVTDESC39446	My liege, I am shocked to find that you have appointed a heretic as one of your advisors.\n\nSigned,\n[From.GetTitledName]	Refused to Remove Heretic Advisor
EVTOPTA39446	That is too bad	There are rumors that one of the rulers of Christendom is employing a heretic in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.
AIREASON_POSITIVE_OPINION	Positive Opinion of §Y[GetTitledFirstName]§!	Demand that this advisor be imprisoned!
AIREASON_NEGATIVE_OPINION	Negative Opinion of §Y[GetTitledFirstName]§!	I am most concerned that you allow heretics as your advisors. They should immediately be removed from position their position.
AIREASON_FREE_VS_PAPAL_INVEST	Target has Papal Investiture and you do not	Imprison the heretic
